observation_id,query_id,eligible_evidence_ids,subset_evidence_ids,subset_size,eligible_size,evidence_count,evidence_fraction,sku_scoped_evidence_fraction,merchant_scope_evidence_present,product_scope_evidence_present,max_score,mean_score,score_margin,source_kind_count,source_kind_diversity,constraint_count,constraint_family_purpose,constraint_family_exclusion,evidence_text_kchars_mean,semantic_input_sha256,execution_provenance,source_run_id,source_observation_id,semantic_status,semantic_verdict,final_action,frozen_full_evidence_action,decision_stable,provider_error,reason_code,live_latency_ms,live_input_tokens,live_output_tokens
INT3:INT2-Q-MARKET-EDGE:m100,INT2-Q-MARKET-EDGE,academy-terms-v1|market-edge-evidence-v1|tax-guide-evidence-v1,academy-terms-v1,1,3,1.0,0.3333333333333333,1.0,1.0,0.0,0.10738923749391469,0.10738923749391469,0.0,1.0,1.0,2.0,1.0,1.0,0.118,0cae51dedb8f415929da09b45373a4ed10f328d34a98bc9e0bdcb61037cb0a7e,NEW_LIVE_EXECUTION,,,EVALUATED,ABSTAIN,REVIEW,BLOCK,0,,,3933.70620009955,500,105
INT3:INT2-Q-MARKET-EDGE:m010,INT2-Q-MARKET-EDGE,academy-terms-v1|market-edge-evidence-v1|tax-guide-evidence-v1,market-edge-evidence-v1,1,3,1.0,0.3333333333333333,1.0,0.0,1.0,0.8253860880853121,0.8253860880853121,0.0,1.0,1.0,2.0,1.0,1.0,0.178,cb17187b6972a932c451809e88bc978314c2c4100f2158c20fb4db2df0ee69a6,PRIOR_EXACT_RESULT,stage-b-live-20260830T123856Z-0e4213c,F:INT2-Q-MARKET-EDGE,EVALUATED,VIOLATION,BLOCK,BLOCK,1,,,,,
INT3:INT2-Q-MARKET-EDGE:m001,INT2-Q-MARKET-EDGE,academy-terms-v1|market-edge-evidence-v1|tax-guide-evidence-v1,tax-guide-evidence-v1,1,3,1.0,0.3333333333333333,0.0,0.0,0.0,0.29657370944245764,0.29657370944245764,0.0,1.0,1.0,2.0,1.0,1.0,0.132,4ebe733ef09009fcf5b6d1e25e1bfebbea80a9a7d6486d6f256a75a0b9b11eb9,NEW_LIVE_EXECUTION,,,EVALUATED,ABSTAIN,REVIEW,BLOCK,0,,,3384.6832000417635,452,111
INT3:INT2-Q-MARKET-EDGE:m110,INT2-Q-MARKET-EDGE,academy-terms-v1|market-edge-evidence-v1|tax-guide-evidence-v1,academy-terms-v1|market-edge-evidence-v1,2,3,2.0,0.6666666666666666,1.0,1.0,1.0,0.8253860880853121,0.4663876627896134,0.7179968505913974,2.0,1.0,2.0,1.0,1.0,0.148,a0249b236a7c0f33326105201db339f4ca31e5edc04a988863918d3c08c64746,NEW_LIVE_EXECUTION,,,EVALUATED,VIOLATION,BLOCK,BLOCK,1,,,3688.2323999889195,570,146
INT3:INT2-Q-MARKET-EDGE:m101,INT2-Q-MARKET-EDGE,academy-terms-v1|market-edge-evidence-v1|tax-guide-evidence-v1,academy-terms-v1|tax-guide-evidence-v1,2,3,2.0,0.6666666666666666,0.5,1.0,0.0,0.29657370944245764,0.20198147346818618,0.18918447194854296,2.0,1.0,2.0,1.0,1.0,0.125,c406898d2b6d0d1f7dad4f4ff373fa9665a751b4743b03607e0afc492a6e0d68,NEW_LIVE_EXECUTION,,,EVALUATED,ABSTAIN,REVIEW,BLOCK,0,,,2523.1120999669656,506,117
INT3:INT2-Q-MARKET-EDGE:m011,INT2-Q-MARKET-EDGE,academy-terms-v1|market-edge-evidence-v1|tax-guide-evidence-v1,market-edge-evidence-v1|tax-guide-evidence-v1,2,3,2.0,0.6666666666666666,0.5,0.0,1.0,0.8253860880853121,0.5609798987638849,0.5288123786428545,2.0,1.0,2.0,1.0,1.0,0.155,60bdfb937e67ba4ad0b74009e134f0f25d24ffe38e31874c22a940250435182e,NEW_LIVE_EXECUTION,,,EVALUATED,VIOLATION,BLOCK,BLOCK,1,,,4591.696000075899,515,304
INT3:INT2-Q-MARKET-EDGE:m111,INT2-Q-MARKET-EDGE,academy-terms-v1|market-edge-evidence-v1|tax-guide-evidence-v1,academy-terms-v1|market-edge-evidence-v1|tax-guide-evidence-v1,3,3,3.0,1.0,0.6666666666666666,1.0,1.0,0.8253860880853121,0.4097830116738948,0.5288123786428545,3.0,1.0,2.0,1.0,1.0,0.14266666666666666,9b390ca5ad1cc9ecef8152a18cb7c24929a8e0144aa6a7f699318a23f175b0dd,PRIOR_EXACT_RESULT,stage-b-live-20260830T123856Z-0e4213c,B:INT2-Q-MARKET-EDGE,EVALUATED,VIOLATION,BLOCK,BLOCK,1,,,,,
INT3:INT2-Q-TAX-GUIDE:m100,INT2-Q-TAX-GUIDE,academy-terms-v1|market-edge-evidence-v1|tax-guide-evidence-v1,academy-terms-v1,1,3,1.0,0.3333333333333333,1.0,1.0,0.0,0.3527472863363128,0.3527472863363128,0.0,1.0,1.0,2.0,1.0,1.0,0.118,2794f6cc05eb54d5ece70f3fd7fb2bf42b48b1ca1956c6c4252ca26a7f3da8b3,NEW_LIVE_EXECUTION,,,EVALUATED,ABSTAIN,REVIEW,ALLOW,0,,,2808.0903999507427,491,150
INT3:INT2-Q-TAX-GUIDE:m010,INT2-Q-TAX-GUIDE,academy-terms-v1|market-edge-evidence-v1|tax-guide-evidence-v1,market-edge-evidence-v1,1,3,1.0,0.3333333333333333,0.0,0.0,0.0,0.2358942322563572,0.2358942322563572,0.0,1.0,1.0,2.0,1.0,1.0,0.178,e105e362f20c5c48f05bfc1027b037f183f03544c54e140058aa61f5b5d4529c,NEW_LIVE_EXECUTION,,,EVALUATED,ABSTAIN,REVIEW,ALLOW,0,,,2505.3755999542773,444,73
INT3:INT2-Q-TAX-GUIDE:m001,INT2-Q-TAX-GUIDE,academy-terms-v1|market-edge-evidence-v1|tax-guide-evidence-v1,tax-guide-evidence-v1,1,3,1.0,0.3333333333333333,1.0,0.0,1.0,0.8106333130329757,0.8106333130329757,0.0,1.0,1.0,2.0,1.0,1.0,0.132,0aa53bc0ab1637469b7a91ce448d4df34dd36f35ebe97127fd8358d5ed7ef397,PRIOR_EXACT_RESULT,stage-b-live-20260830T123856Z-0e4213c,F:INT2-Q-TAX-GUIDE,EVALUATED,PASS,ALLOW,ALLOW,1,,,,,
INT3:INT2-Q-TAX-GUIDE:m110,INT2-Q-TAX-GUIDE,academy-terms-v1|market-edge-evidence-v1|tax-guide-evidence-v1,academy-terms-v1|market-edge-evidence-v1,2,3,2.0,0.6666666666666666,0.5,1.0,0.0,0.3527472863363128,0.294320759296335,0.11685305407995561,2.0,1.0,2.0,1.0,1.0,0.148,71d0db3b705e2788a5d462840a8c13cb025a287a5889f8654a5779ad66b36fae,NEW_LIVE_EXECUTION,,,EVALUATED,ABSTAIN,REVIEW,ALLOW,0,,,2853.235900052823,498,139
INT3:INT2-Q-TAX-GUIDE:m101,INT2-Q-TAX-GUIDE,academy-terms-v1|market-edge-evidence-v1|tax-guide-evidence-v1,academy-terms-v1|tax-guide-evidence-v1,2,3,2.0,0.6666666666666666,1.0,1.0,1.0,0.8106333130329757,0.5816902996846443,0.4578860266966629,2.0,1.0,2.0,1.0,1.0,0.125,0242840fbe2f7f6c253c0560c336efe644ea72c9f9029c9b81a63dec5777e1bf,NEW_LIVE_EXECUTION,,,EVALUATED,PASS,ALLOW,ALLOW,1,,,1663.1437999894843,556,71
INT3:INT2-Q-TAX-GUIDE:m011,INT2-Q-TAX-GUIDE,academy-terms-v1|market-edge-evidence-v1|tax-guide-evidence-v1,market-edge-evidence-v1|tax-guide-evidence-v1,2,3,2.0,0.6666666666666666,0.5,0.0,1.0,0.8106333130329757,0.5232637726446665,0.5747390807766185,2.0,1.0,2.0,1.0,1.0,0.155,34656af93d1736f76de09d9f40c02185957dcc1c2c70ce55b868fd63c797bf68,NEW_LIVE_EXECUTION,,,EVALUATED,PASS,ALLOW,ALLOW,1,,,2165.9475000342354,502,69
INT3:INT2-Q-TAX-GUIDE:m111,INT2-Q-TAX-GUIDE,academy-terms-v1|market-edge-evidence-v1|tax-guide-evidence-v1,academy-terms-v1|market-edge-evidence-v1|tax-guide-evidence-v1,3,3,3.0,1.0,0.6666666666666666,1.0,1.0,0.8106333130329757,0.46642494387521527,0.4578860266966629,3.0,1.0,2.0,1.0,1.0,0.14266666666666666,1efbfee23cf365790866e977487ffbcfe0d17294b0dd881a62e719fa86d2d39f,PRIOR_EXACT_RESULT,stage-b-live-20260830T123856Z-0e4213c,B:INT2-Q-TAX-GUIDE,EVALUATED,PASS,ALLOW,ALLOW,1,,,,,
INT3:INT2-Q-FLEXI:m10,INT2-Q-FLEXI,nova-terms-v1|flexi-evidence-v1,nova-terms-v1,1,2,1.0,0.5,1.0,1.0,0.0,0.40331129523362275,0.40331129523362275,0.0,1.0,1.0,2.0,1.0,1.0,0.156,39edf8f443d8047cbe6532a083502fe546db69b35c27f516b937dcd74cae72b9,NEW_LIVE_EXECUTION,,,EVALUATED,ABSTAIN,REVIEW,REVIEW,1,,,2221.5502000181004,513,88
INT3:INT2-Q-FLEXI:m01,INT2-Q-FLEXI,nova-terms-v1|flexi-evidence-v1,flexi-evidence-v1,1,2,1.0,0.5,1.0,0.0,1.0,0.7373162537758717,0.7373162537758717,0.0,1.0,1.0,2.0,1.0,1.0,0.156,6a86d39646e8fb688308451b130d5e7d86225a4cbd2fa32e1994a4396f9d7826,PRIOR_EXACT_RESULT,stage-b-live-20260830T123856Z-0e4213c,F:INT2-Q-FLEXI,EVALUATED,ABSTAIN,REVIEW,REVIEW,1,,,,,
INT3:INT2-Q-FLEXI:m11,INT2-Q-FLEXI,nova-terms-v1|flexi-evidence-v1,nova-terms-v1|flexi-evidence-v1,2,2,2.0,1.0,1.0,1.0,1.0,0.7373162537758717,0.5703137745047473,0.334004958542249,2.0,1.0,2.0,1.0,1.0,0.156,cc424bc15a4ed584b8f8751702046bafb73e9ca14cac693e0f8251164dc3b63b,PRIOR_EXACT_RESULT,stage-b-live-20260830T123856Z-0e4213c,B:INT2-Q-FLEXI,EVALUATED,ABSTAIN,REVIEW,REVIEW,1,,,,,
